,pathway,pval,padj,log2err,ES,NES,size,leadingEdge
1,10q26.12,0.8275862068965517,0.8275862068965517,0.20429475651688608,-0.15834975576322197,-0.9270783334083255,288,"c(""COL17A1"", ""FANK1"", ""ANKRD22"", ""AVPI1"", ""MYOF"", ""GSTO2"", ""AFAP1L2"", ""PDLIM1"", ""IFIT2"", ""ANKRD2"", ""ADAM8"", ""ABLIM1"", ""PLEKHA1"", ""DHX32"", ""IFIT3"", ""TACC2"", ""IFIT1"", ""ACSL5"", ""LIPA"", ""PWWP2B"", ""CALHM3"", ""VWA2"", ""CHST15"", ""RNLS"", ""SLC16A12"", ""BAG3"", ""ANKRD1"", ""CYP2C18"", ""FGFR2"", ""CTBP2"", ""KNDC1"", ""CYP2C9"", ""BTBD16"", ""PTPRE"", ""LIPM"", ""HOGA1"", ""LIPK"", ""DUSP5"", ""PNLIPRP3"", ""C10orf95"", ""FFAR4"", ""PYROXD2"", ""RBP4"", ""NANOS1"", ""CACUL1"", ""CLRN3"", ""LHPP"", ""NFKB2"", ""LOXL4"")"
2,11q25,0.6201975850713501,0.7235638492499086,0.04008456334770882,0.20328640283717453,0.9370095101932147,210,"c(""JAM3"", ""DIXDC1"", ""ATM"", ""C2CD2L"", ""NRGN"", ""THY1"", ""RAB39A"", ""NCAM1"", ""ACAT1"", ""FLI1"", ""CBL"", ""NCAPD3"", ""CADM1"", ""CHEK1"", ""ACAD8"", ""TBCEL"", ""VPS26B"", ""AASDHPPT"", ""CDON"", ""TECTA"", ""PKNOX2"", ""DCPS"", ""RPUSD4"", ""ZNF202"", ""CCDC15"", ""THYN1"", ""DDX6"", ""NTM"", ""RNF214"", ""BUD13"", ""ACRV1"", ""FDXACB1"", ""GUCY1A2"", ""SIK3"", ""PRDM10"", ""KMT2A"", ""ALKBH8"", ""CEP164"", ""FAM118B"", ""FOXRED1"", ""DDX25"", ""NPAT"", ""SIDT2"", ""GLB1L3"", ""MSANTD4"", ""USP2"", ""GRIK4"", ""IL10RA"", ""POU2AF1"", ""HSPA8"", ""HINFP"", ""DLAT"", ""DDX10"", ""DRD2"", ""FXYD6"", 
""IGSF9B"", ""ELMOD1"", ""VPS11"", ""ALG9"", ""TMEM218"", ""ROBO3"", ""B3GAT1"", ""PUS3"", ""TIMM8B"", ""UBE4A"", ""HMBS"", ""ABCG4"")"
3,12q24.13,0.0031255810429669222,0.010801905587950305,0.4317076958033464,0.3059708759658183,1.4502789659918023,307,"c(""FAM216A"", ""KDM2B"", ""STX2"", ""ANAPC5"", ""MPHOSPH9"", ""GIT2"", ""HCFC2"", ""TMPO"", ""UHRF1BP1L"", ""SH2B3"", ""EIF2B1"", ""PEBP1"", ""ALKBH2"", ""RNF34"", ""PARPBP"", ""TCHP"", ""EP400"", ""POLE"", ""DDX55"", ""ANAPC7"", ""SIRT4"", ""APAF1"", ""PPP1CC"", ""UBE2N"", ""SART3"", ""GPN3"", ""C12orf43"", ""ZNF84"", ""RNFT2"", ""METAP2"", ""DHX37"", ""C12orf65"", ""SFSWAP"", ""ACACB"", ""FBXW8"", ""PLXNC1"", ""RFC5"", ""MRPL42"", ""UTP20"", ""MMP17"", ""ALX1"", ""VPS33A"", ""KNTC1"", ""CHPT1"", ""RIC8B"", ""ATP6V0A2"", ""CIT"", ""P2RX7"", ""POLR3B"", ""SETD1B"", ""RPLP0"", ""SRSF9"", ""SELPLG"", 
""ZNF26"", ""GATC"", ""RBM19"", ""ANKS1B"", ""RAN"", ""SNRPF"", ""ARL6IP4"", ""CAMKK2"", ""CCDC62"", ""DTX1"", ""IFT81"", ""FAM222A"", ""DDX51"", ""USP30"", ""IKBIP"", ""UNC119B"", ""ZNF891"", ""SNRNP35"", ""HECTD4"", ""TDG"", ""TMEM119"", ""CDK17"", ""PWP1"", ""CRADD"", ""NAA25"", ""C12orf73"", ""ZNF605"", ""DNAH10"", ""TRIAP1"", ""MSI1"", ""SBNO1"", ""ZNF10"", ""BRAP"", ""PGAM5"", ""CUX2"", ""TMEM120B"", ""ACAD10"", ""MED13L"", ""RSRC2"", ""ACTR6"", ""HVCN1"", ""BCL7A"", ""SRRM4"", ""RPL6"", ""RILPL2"", ""ATXN2"", ""KCTD10"", ""FOXN4"", ""PTPN11"", ""COQ5"", ""UNG"", ""DIABLO"", ""RIMBP2"", ""RAB35"", 
""ANO4"", ""DCN"", ""ZCCHC8"", ""C12orf29"", ""PRDM4"", ""CDK2AP1"", ""NT5DC3"", ""GLT1D1"", ""PXMP2"", ""DDX54"", ""C12orf76"", ""PUS1"", ""IGF1"", ""NCOR2"", ""CMKLR1"", ""SVOP"", ""CCDC92"", ""SLC25A3"", ""TSPAN19"", ""CEP290"", ""FBRSL1"", ""MAPKAPK5"", ""NEDD1"", ""C12orf45"", ""NDUFA12"", ""TMEM116"", ""GTF2H3"", ""POP5"", ""TBX5"", ""DENR"", ""LUM"", ""RAD9B"", ""RNF10"", ""TMEM233"", ""ATP2B1"", ""USP44"", ""GOLGA3"", ""SLC6A15"", ""ULK1"", ""ZNF268"", ""RPH3A"", ""GLT8D2"", ""NR2C1"", ""CHFR"", ""PLA2G1B"", ""ASCL1"", ""TMEM132D"", ""ALDH1L2"", ""TBX3"", ""NOC4L"", ""CCDC38"", ""FICD"", ""TMEM132B"", 
""TMEM132C"", ""ERP29"", ""CRY1"", ""C12orf50"", ""PMCH"", ""MYBPC1"", ""MLXIP"", ""DEPDC4"", ""OGFOD2"")"
4,13q21.32,0.20504731861198738,0.2870662460567823,0.1737478389995708,-0.35481420277181847,-1.2095096145497983,18,"c(""KLF5"", ""SCEL"", ""LMO7"", ""UCHL3"")"
5,14q22.1,0.7299270072992701,0.7860752386299831,0.06977925170762346,-0.4470493254233371,-0.790281643008779,3,SAV1
6,14q32.11,0.0003305562558671541,0.0015425958607133859,0.49849310876659025,-0.26025600884074,-1.5250280116326915,286,"c(""TMEM30B"", ""PLEK2"", ""TC2N"", ""TNFAIP2"", ""IFI27"", ""GPX2"", ""PLEKHG3"", ""MAP3K9"", ""EXOC3L4"", ""SERPINA1"", ""ACOT4"", ""NPC2"", ""JAG2"", ""AHNAK2"", ""DHRS7"", ""TTC9"", ""CEP170B"", ""PSEN1"", ""PRKCH"", ""BDKRB2"", ""AMN"", ""CLMN"", ""ZFYVE21"", ""CATSPERB"", ""ZFP36L1"", ""PPP1R36"", ""GOLGA5"", ""SERPINA3"", ""MPP5"", ""LGMN"", ""JDP2"", ""LTBP2"", ""SGPP1"", ""DAAM1"", ""STON2"", ""SYT16"", ""INF2"", ""SERPINA5"", ""FLVCR2"", ""CCDC85C"", ""PLEKHH1"", ""IFT43"", ""ASPG"", ""TMED10"", ""ZC2HC1C"", ""SYNJ2BP"", ""SPTLC2"", ""EXD2"", ""CDC42BPB"", ""SIX4"", ""ACTN1"", ""NUDT14"", 
""PPP1R13B"", ""HSPA2"", ""PTGR2"", ""GSKIP"", ""FOS"", ""PPP4R4"", ""ANKRD9"", ""CRIP1"", ""BDKRB1"", ""MLH3"", ""ITPK1"", ""NUMB"", ""VTI1B"", ""PAPLN"", ""SYNE2"", ""ISCA2"", ""RDH12"", ""PTPN21"")"
7,1p36.21,0.0038578234242679665,0.010801905587950305,0.4317076958033464,0.30677680483747316,1.4385101727708027,256,"c(""MTFR1L"", ""SRM"", ""RPA2"", ""PPP1R8"", ""DNAJC8"", ""EXOSC10"", ""STMN1"", ""USP48"", ""ARID1A"", ""E2F2"", ""MAD2L2"", ""HNRNPR"", ""SRSF10"", ""SLC25A33"", ""YTHDF2"", ""ZBTB40"", ""ZBTB17"", ""TMEM201"", ""GMEB1"", ""EYA3"", ""EIF4G3"", ""UBIAD1"", ""PNRC2"", ""MRTO4"", ""PARK7"", ""PRDM2"", ""CEP85"", ""FBXO42"", ""RERE"", ""TARDBP"", ""SZRD1"", ""CLCN6"", ""MTOR"", ""GPATCH3"", ""GPR3"", ""RPL11"", ""AKR7A2"", ""LZIC"", ""NUDC"", ""OTUD3"", ""HMGN2"", ""MIIP"", ""WDTC1"", ""HP1BP3"", ""UBE4B"", ""DFFA"", ""MAN1C1"", ""SRRM1"", ""CAPZB"", ""PIK3CD"", ""PLEKHM2"", ""PITHD1"", ""TMEM222"", ""MASP2"", 
""RCC2"", ""RUNX3"", ""PHACTR4"", ""FAM76A"", ""SPEN"", ""KDM1A"", ""CLIC4"", ""MTHFR"", ""PEX14"", ""STX12"", ""DRAXIN"", ""KIF1B"", ""EMC1"", ""ENO1"", ""CROCC"", ""CD52"", ""TAF12"")"
8,3p13,5.508856492787742e-11,3.856199544951419e-10,0.851339057116899,0.4359400845913591,2.0346829669276545,249,"c(""ELP6"", ""DHX30"", ""SHQ1"", ""ZNF445"", ""PXK"", ""PDHB"", ""WDR82"", ""MON1A"", ""RAD54L2"", ""PBRM1"", ""IP6K1"", ""CDC25A"", ""NPRL2"", ""ATRIP"", ""ACTR8"", ""SMARCC1"", ""SACM1L"", ""QRICH1"", ""KCTD6"", ""KIF15"", ""RBM15B"", ""RBM5"", ""SLC25A20"", ""NISCH"", ""RPP14"", ""ZNF589"", ""WDR6"", ""KBTBD8"", ""ARIH2"", ""CCDC66"", ""LARS2"", ""PPM1M"", ""BAP1"", ""GNL3"", ""APPL1"", ""PPP4R2"", ""PDZRN3"", ""NICN1"", ""RNF123"", ""ABHD14A"", ""RBM6"", ""SETD2"", ""USP19"", ""PCBP4"", ""TRAIP"", ""USP4"", ""PSMD6"", ""RHOA"", ""KLHL18"", ""ZNF852"", ""ZNF660"", ""NT5DC2"", ""RRP9"", ""SCAP"", ""UBA3"", 
""POC1A"", ""DCP1A"", ""GLT8D1"", ""RASSF1"", ""CCDC12"", ""KIAA1143"", ""IMPDH2"", ""PHF7"", ""RYBP"", ""PTPN23"", ""ROBO2"", ""CCDC71"", ""TMA7"", ""GNAI2"", ""NEK4"", ""PDE12"", ""TWF2"", ""ZNF197"", ""ROBO1"", ""LIMD1"", ""C3orf18"", ""AMIGO3"", ""CAMKV"", ""PRKAR2A"", ""HESX1"", ""MAP4"", ""ABHD6"", ""NCKIPSD"", ""RPL29"", ""TCTA"", ""EXOSC7"", ""UQCRC1"", ""GXYLT2"", ""NDUFAF3"", ""ERC2"", ""IP6K2"", ""EBLN2"", ""LRIG1"", ""ATXN7"", ""CYB561D2"", ""PROK2"", ""ZMYND10"", ""CADM2"", ""DNAH1"", ""PFKFB4"", ""CLEC3B"", ""ZKSCAN7"", ""CACNA2D2"", ""HEMK1"", ""TUSC2"", ""BSN"", ""GRM2"", ""TLR9"", ""TMEM158"", 
""C3orf62"", ""MUSTN1"", ""FHIT"", ""SLC26A6"", ""CADPS"")"
9,3p25.3,1.8713837438342658e-12,2.6199372413679723e-11,0.8986712320616942,0.4302776176112081,2.0422839675152153,310,"c(""ELP6"", ""DHX30"", ""CLASP2"", ""SETMAR"", ""ZNF445"", ""MON1A"", ""DYNC1LI1"", ""TOP2B"", ""RAF1"", ""SLC25A38"", ""IP6K1"", ""CDC25A"", ""ATRIP"", ""KAT2B"", ""EXOG"", ""TATDN2"", ""NR2C2"", ""SMARCC1"", ""SACM1L"", ""QRICH1"", ""CAND2"", ""KIF15"", ""RBM5"", ""NGLY1"", ""SLC25A20"", ""MKRN2"", ""RPSA"", ""BRPF1"", ""EIF1B"", ""ZNF589"", ""WDR6"", ""WDR48"", ""ARIH2"", ""SEC22C"", ""RPUSD3"", ""CNOT10"", ""MRPS25"", ""LARS2"", ""OGG1"", ""UBP1"", ""TBC1D5"", ""NICN1"", ""CRBN"", ""RNF123"", ""TADA3"", ""RBM6"", ""SETD2"", ""USP19"", ""ITPR1"", ""XPC"", ""TRAIP"", ""USP4"", ""RHOA"", ""KLHL18"", ""COLQ"", 
""TTLL3"", ""VHL"", ""ZNF852"", ""ZNF660"", ""SCAP"", ""RPL14"", ""RAD18"", ""EPM2AIP1"", ""SETD5"", ""AZI2"", ""NKTR"", ""CCDC12"", ""PRRT3"", ""CHCHD4"", ""XYLB"", ""CAPN7"", ""SNRK"", ""KIAA1143"", ""IQSEC1"", ""METTL6"", ""EAF1"", ""RPL15"", ""IMPDH2"", ""BRK1"", ""FANCD2"", ""VGLL4"", ""ANKRD28"", ""PTPN23"", ""GPD1L"", ""MLH1"", ""TAMM41"", ""TRNT1"", ""THUMPD3"", ""PLCL2"", ""CCDC71"", ""SS18L2"", ""TMA7"", ""RFTN1"", ""RBMS3"", ""ZNF197"", ""ACVR2B"", ""LIMD1"", ""MTMR14"", ""NKIRAS1"", ""AMIGO3"", ""ZNF621"", ""SLC4A7"", ""HACL1"", ""CAMKV"", ""PRKAR2A"", ""DPH3"", ""MAP4"", ""NCKIPSD"", ""TCTA"", 
""EXOSC7"", ""SEC13"", ""UQCRC1"", ""RPL32"", ""NDUFAF3"", ""CAMK1"", ""OXNAD1"", ""SUSD5"", ""ARPP21"", ""IP6K2"", ""JAGN1"", ""LSM3"", ""ULK4"", ""CCDC174"", ""OXSR1"", ""SATB1"")"
10,4q34.3,0.3333333333333333,0.4242424242424242,0.09528798461948437,0.7265042057853299,1.0978061501229668,2,"c(""NEIL3"", ""AGA"")"
11,5q13.3,0.19441340782122904,0.2870662460567823,0.09957912004959042,0.2569699978679965,1.1546870345266036,161,"c(""GTF2H2C"", ""SSBP2"", ""MBLAC2"", ""ARSB"", ""MRPS27"", ""RAD17"", ""KIF2A"", ""GTF2H2"", ""MEF2C"", ""NAIP"", ""DHFR"", ""CENPH"", ""DIMT1"", ""CWC27"", ""MAP1B"", ""PIK3R1"", ""SGTB"", ""TBCA"", ""FAM172A"", ""TRIM23"", ""WDR41"", ""BDP1"", ""POLR3G"", ""ZBED3"", ""SMN1"", ""POC5"", ""RPS23"", ""THBS4"", ""ATG10"", ""MSH3"", ""PTCD2"", ""ERCC8"", ""SERF1A"", ""PPWD1"", ""POLK"", ""IPO11"", ""TAF9"", ""CENPK"", ""BTF3"", ""CCNH"", ""NR2F1"", ""RAB3C"", ""S100Z"", ""IQGAP2"", ""AGGF1"", ""TNPO1"", ""NSA2"", ""FAM151B"", ""F2R"", ""SREK1"", ""CETN3"", ""ANKRD55"", ""SERF1B"", ""UTP15"", ""GAPT"", ""DHX29"", 
""SV2C"", ""NDUFAF2"", ""MIER3"", ""CD180"", ""HCN1"", ""HAPLN1"", ""COX7C"", ""LYSMD3"", ""SLC30A5"", ""SMN2"", ""TRAPPC13"", ""ZSWIM6"", ""HOMER1"", ""RNF180"", ""LRRC70"", ""GZMA"", ""ZFYVE16"", ""ACOT12"", ""VCAN"", ""AP3B1"", ""GFM2"", ""F2RL2"", ""SNX18"", ""MRPS36"", ""GPBP1"", ""CCDC125"", ""MTX3"", ""PDE4D"")"
12,6q13,0.08875,0.1775,0.16565669520548273,0.31113083770793043,1.2671597497140012,77,"c(""RNGTT"", ""UBE3D"", ""KCNQ5"", ""CASP8AP2"", ""RRAGD"", ""MTO1"", ""UBE2J1"", ""SMIM8"", ""EEF1A1"", ""MAP3K7"", ""MDN1"", ""IRAK1BP1"", ""PHIP"", ""SENP6"", ""COL19A1"", ""LYRM2"", ""SYNCRIP"", ""BACH2"", ""SNAP91"", ""SRSF12"", ""AKIRIN2"", ""CNR1"", ""ORC3"", ""RWDD2A"", ""EPHA7"", ""PHF3"", ""SMAP1"", ""ELOVL4"", ""GABRR2"", ""COL9A1"", ""RIPPLY2"", ""TTK"", ""RARS2"", ""RIMS1"", ""PRSS35"", ""B3GAT2"", ""MRAP2"", ""SLC35A1"")"
13,9p21.3,0.15085158150851583,0.2639902676399027,0.17821987495197314,-0.7594051692955011,-1.3424558114071579,3,"c(""CDKN2B"", ""MTAP"")"
14,9q21.11,0.018887348742510003,0.04407048039919001,0.35248785758361917,-0.2099445018466512,-1.2307770334302008,307,"c(""LCN2"", ""GDA"", ""TBC1D2"", ""PTPN3"", ""KLF4"", ""EPB41L4B"", ""RASEF"", ""TNFSF15"", ""CORO2A"", ""CTSV"", ""TJP2"", ""ANXA1"", ""SLC35D2"", ""GALNT12"", ""BSPRY"", ""FOXE1"", ""PTBP3"", ""SPTLC1"", ""NXNL2"", ""HDHD3"", ""TLE1"", ""PTGR1"", ""SLC31A2"", ""PTGS1"", ""CDC14B"", ""DAB2IP"", ""UGCG"", ""CNTNAP3"", ""ERP44"", ""HSD17B3"", ""PIP5KL1"", ""NMRK1"", ""ALG2"", ""PCSK5"", ""C9orf64"", ""SYK"", ""MRRF"", ""FBP1"", ""TXN"", ""HSPA5"", ""FAM102A"", ""C9orf16"", ""TMC1"", ""SLC28A3"", ""OLFML2A"", ""GSN"", ""LPAR1"", ""ANKS6"", ""TDRD7"", ""GOLM1"", ""SUSD1"", ""SLC44A1"", ""NFIL3"", ""OSTF1"", 
""FGD3"", ""SLC2A8"", ""CTSL"", ""DAPK1"", ""KIF12"", ""PTRH1"")"
