,R3_ssGSEA,R3_status (thr=0.798),R4_ssGSEA,R4_status (thr=0.625),mutation_R3,mutation_R4
111,-1.319180133627879,Rest,-1.5161259878080637,Rest,WT,WT
113,0.03956126175019092,Rest,0.7963575249282406,R4 Enriched,MT,WT
115,-0.6309970610533887,Rest,0.26584418738005033,Rest,WT,WT
117,0.6035314250853304,Rest,-1.586506093082868,Rest,MT,WT
121,0.8480343877262824,R3 Enriched,0.37012930066205857,Rest,WT,WT
123,0.48669434507137044,Rest,-0.3156529536855912,Rest,MT,WT
125,-1.6436807075711852,Rest,-0.681379544718289,Rest,MT,MT
127,-2.5522855323742193,Rest,-0.2639696452131029,Rest,WT,WT
131,-2.2008799579453404,Rest,0.22736239146462695,Rest,WT,MT
133,-1.757479944016572,Rest,-1.4565869334963375,Rest,WT,WT
135,0.6558045963973111,Rest,0.5169957434064775,Rest,WT,WT
137,1.2472213758713837,R3 Enriched,0.00886464037371363,Rest,MT,WT
141,-1.0006204221203256,Rest,0.39279272775521895,Rest,WT,WT
143,0.17324177774211347,Rest,-0.39184255334652013,Rest,MT,WT
145,1.3574403806196802,R3 Enriched,-0.05965512874456523,Rest,MT,WT
147,-0.9454567521982562,Rest,1.7621427513132533,R4 Enriched,WT,WT
151,-0.22342292766435468,Rest,1.0849858688757072,R4 Enriched,WT,WT
155,-0.09075406369583154,Rest,-1.135517807196262,Rest,WT,WT
157,-1.1617761127043598,Rest,-1.0357665450010105,Rest,WT,WT
161,0.4116993245976095,Rest,0.24606660266568825,Rest,WT,WT
165,-0.2843420497767028,Rest,-0.08126476451347443,Rest,WT,WT
167,-1.0781449162710268,Rest,0.8998988288594263,R4 Enriched,WT,WT
171,1.056839921992387,R3 Enriched,-0.8201669663000503,Rest,MT,WT
173,-1.133067365692751,Rest,-2.010841182814803,Rest,WT,WT
175,-0.31804915925271726,Rest,0.7855455337032743,R4 Enriched,WT,WT
177,1.0096318779166609,R3 Enriched,-0.13838224330567037,Rest,MT,WT
183,0.8144778786852145,R3 Enriched,0.11066586843185446,Rest,MT,MT
185,0.39746795210592234,Rest,0.36236883034591627,Rest,MT,WT
187,0.94416581669017,R3 Enriched,-0.22441219883712019,Rest,MT,WT
191,1.1348938362657315,R3 Enriched,-0.7382386954446929,Rest,MT,MT
193,1.1287535022062885,R3 Enriched,-0.408625246368569,Rest,WT,WT
195,-0.06353831030713324,Rest,1.8421548342834704,R4 Enriched,WT,WT
197,0.2594712596415239,Rest,-0.03559668598419237,Rest,MT,WT
211,-0.5040677276545281,Rest,0.9513956100236558,R4 Enriched,WT,WT
213,-0.02516882561141909,Rest,-0.25434721403092453,Rest,WT,WT
215,0.5338480952248505,Rest,0.42946565862819996,Rest,MT,WT
217,-1.2867147764519786,Rest,1.2696483845242814,R4 Enriched,WT,MT
221,-1.5193897796761056,Rest,0.849466690017951,R4 Enriched,WT,MT
223,-0.7880143985878222,Rest,0.5061619408135425,Rest,WT,WT
225,-1.139771092094766,Rest,1.9190140356894314,R4 Enriched,WT,MT
231,0.38157809973676426,Rest,-0.6020851433396411,Rest,WT,WT
233,-0.48916234551868315,Rest,0.4565509110167125,Rest,WT,WT
235,-0.49781978952634126,Rest,1.601560965506602,R4 Enriched,WT,MT
237,0.2048461274237809,Rest,-2.419529815128081,Rest,WT,WT
241,-1.0859109932351678,Rest,-1.9715073371509402,Rest,WT,WT
243,-0.6014916374944146,Rest,1.134207278475932,R4 Enriched,WT,MT
245,0.9326753489794104,R3 Enriched,-0.12022300145012203,Rest,WT,WT
247,0.40179330510658084,Rest,0.08662069025533546,Rest,WT,WT
251,-0.6636891377655011,Rest,-1.4702548117459733,Rest,MT,WT
253,0.3413755153771308,Rest,-0.21457498515812476,Rest,WT,WT
255,-0.6737484979751603,Rest,-1.2792213365207386,Rest,WT,WT
257,0.20148956658090436,Rest,-0.2352561381438045,Rest,MT,WT
261,-1.5631318820318152,Rest,1.5368083424687653,R4 Enriched,WT,WT
263,0.7340930934856059,Rest,0.276107156690492,Rest,WT,WT
265,0.4470123732167051,Rest,-0.20543904681422415,Rest,MT,WT
267,0.5123337630469665,Rest,0.09285908038609818,Rest,WT,WT
271,-0.22320801235652718,Rest,-0.006101059745502144,Rest,WT,WT
273,1.0169364775622316,R3 Enriched,-0.2641588003895684,Rest,WT,WT
275,-0.39002828275525403,Rest,1.2523390934977896,R4 Enriched,WT,WT
277,0.4572423926662491,Rest,-0.010085367790015915,Rest,WT,WT
281,-1.4595003108880766,Rest,1.7239639850943362,R4 Enriched,WT,MT
283,-1.9944258972006732,Rest,-0.17861664019442658,Rest,WT,WT
285,0.3122563032295102,Rest,-0.537453968947442,Rest,MT,WT
311,0.32227605609761395,Rest,-0.3828187111862016,Rest,WT,WT
317,1.461682454087741,R3 Enriched,0.12915964396491378,Rest,MT,WT
323,0.807191229233967,R3 Enriched,0.6035485993085629,Rest,MT,WT
325,-2.901110353796343,Rest,0.17434169563993535,Rest,WT,MT
327,1.1003164642244043,R3 Enriched,-2.115882326472241,Rest,MT,WT
331,0.3314363844458789,Rest,-0.12248958310891266,Rest,WT,MT
335,1.178958790029251,R3 Enriched,0.43947575318164067,Rest,MT,WT
337,-2.663454789453148,Rest,2.00313400767393,R4 Enriched,WT,MT
341,-0.547032057521937,Rest,1.6917408661531685,R4 Enriched,MT,MT
343,-1.4648273757019243,Rest,-1.36671424369776,Rest,WT,WT
345,1.1492124550300635,R3 Enriched,0.22040859750390612,Rest,MT,WT
347,0.12855215399781295,Rest,-0.8831634759178145,Rest,WT,WT
351,-0.039253712004177356,Rest,1.404900407533263,R4 Enriched,WT,MT
353,1.2054864851013014,R3 Enriched,-0.44999419302095567,Rest,MT,WT
355,1.6445972011968735,R3 Enriched,-0.20374598108608688,Rest,MT,WT
357,-0.4782057231902579,Rest,1.5769561219249717,R4 Enriched,WT,WT
361,1.188619382559794,R3 Enriched,-0.29150749069962434,Rest,MT,WT
363,0.4491493469318259,Rest,0.07679325350235963,Rest,WT,WT
365,-1.464132526649728,Rest,0.08821630470646194,Rest,WT,WT
367,-0.19543342092394592,Rest,-0.9621501422560057,Rest,MT,WT
371,-0.41011026427876707,Rest,1.1078900881499143,R4 Enriched,WT,MT
373,-1.7464429078969101,Rest,0.09211692383197063,Rest,WT,WT
375,0.30673009350580427,Rest,0.07433065026818568,Rest,WT,WT
377,-1.5109785200656174,Rest,-1.2076625273096366,Rest,WT,WT
381,-0.14178945121082942,Rest,1.8108011222243419,R4 Enriched,WT,WT
383,-0.4646610335672283,Rest,1.7052624349073913,R4 Enriched,WT,MT
385,0.046772535148545465,Rest,1.1146792000225718,R4 Enriched,WT,WT
387,-0.8144772813686469,Rest,1.662505292153091,R4 Enriched,WT,MT
391,-0.5013388277381736,Rest,1.412617965613335,R4 Enriched,WT,WT
393,0.7982507604469877,Rest,-0.05153031282082592,Rest,WT,WT
395,0.4475988519150371,Rest,-0.6024737736640801,Rest,WT,WT
397,-0.25963873294887535,Rest,1.3962749350553825,R4 Enriched,WT,MT
411,0.9755053782405492,R3 Enriched,-1.837529701839936,Rest,MT,WT
413,0.609798694405487,Rest,0.29679912382491513,Rest,WT,WT
415,1.23328697859106,R3 Enriched,-1.5829248236859912,Rest,MT,WT
417,0.9785292240408191,R3 Enriched,-0.8840257157163348,Rest,WT,WT
421,0.8346120527539541,R3 Enriched,0.302530713289103,Rest,MT,WT
423,-1.3560318376885452,Rest,0.8329889092957526,R4 Enriched,WT,MT
425,-0.9610963945685091,Rest,-1.3613278342888224,Rest,WT,WT
427,-0.5033017008358487,Rest,0.8257998673267657,R4 Enriched,WT,WT
431,-0.41973816158249694,Rest,1.7873539237150478,R4 Enriched,WT,WT
433,1.0404188946175303,R3 Enriched,-0.1938904914737166,Rest,MT,WT
435,-0.4290063734936371,Rest,0.8697170330417329,R4 Enriched,WT,WT
437,-0.39856037476666883,Rest,1.5096585088102197,R4 Enriched,WT,WT
441,-1.3974576934148646,Rest,1.0833257841606816,R4 Enriched,WT,WT
443,0.3970657203553411,Rest,-0.9414359379782258,Rest,MT,WT
445,0.8611209251039862,R3 Enriched,-1.1241085463336462,Rest,MT,WT
447,0.8471576963280069,R3 Enriched,0.20608315660451318,Rest,WT,WT
451,-0.457914501105782,Rest,-0.2574627325068062,Rest,WT,WT
453,-1.2831904451442289,Rest,1.927950264652888,R4 Enriched,WT,MT
455,0.08409424350052155,Rest,-0.30676719223319077,Rest,MT,WT
457,0.4609192218209991,Rest,-0.5559438045386541,Rest,MT,WT
461,-0.22086918979519243,Rest,1.2105638581381486,R4 Enriched,WT,MT
463,0.3855623246773643,Rest,-0.18439753118733063,Rest,WT,WT
465,-0.3593949649381256,Rest,1.693880921258719,R4 Enriched,WT,MT
467,0.664033720271011,Rest,0.2979296068177804,Rest,WT,WT
471,-1.1722160050598522,Rest,-1.8786969003341811,Rest,WT,WT
473,1.0380819582385519,R3 Enriched,-0.033080892387589836,Rest,MT,MT
475,1.4199991698583032,R3 Enriched,-0.5388204499065218,Rest,WT,WT
477,-0.49674146520741735,Rest,-0.8991385926287019,Rest,WT,WT
483,0.71498104124185,Rest,0.40949625717896604,Rest,MT,WT
485,-1.1869861465758063,Rest,-1.2721571360991646,Rest,WT,WT
487,0.34328003832307,Rest,-0.6626383071931052,Rest,MT,WT
491,-2.094247978244712,Rest,1.7095946839901761,R4 Enriched,WT,WT
493,-0.3407170975436312,Rest,-0.9867276002580626,Rest,MT,WT
497,0.7795007543737213,Rest,-0.5113880654288059,Rest,WT,WT
511,-1.8486248294941106,Rest,-1.7571496507621958,Rest,WT,WT
515,1.3667952896602427,R3 Enriched,-0.27585877018415894,Rest,MT,WT
517,0.6135914491712242,Rest,0.3780072861629616,Rest,WT,MT
521,0.6511505530345981,Rest,0.2227993498939157,Rest,WT,WT
523,0.3480359631220223,Rest,-0.04603610923349372,Rest,WT,MT
525,-2.5320271271845574,Rest,0.2980523854557511,Rest,WT,MT
531,0.5423847067176089,Rest,-0.24695100594815278,Rest,MT,WT
533,0.9983752417573097,R3 Enriched,0.3335879534988736,Rest,WT,WT
535,1.2060316716181048,R3 Enriched,0.4446497796920496,Rest,MT,WT
537,-0.4907509341833673,Rest,1.7446860557400614,R4 Enriched,WT,MT
541,0.9010988677106692,R3 Enriched,-1.7284339839048077,Rest,MT,WT
543,0.8743065633018071,R3 Enriched,-0.010210756768325188,Rest,WT,WT
545,0.6270558135578963,Rest,-0.12255193349676047,Rest,MT,WT
547,0.608927211539099,Rest,0.5067626075518048,Rest,WT,MT
551,0.7980599702671399,Rest,-0.8578169555124976,Rest,MT,WT
553,-0.31314354362682584,Rest,-1.778879144296207,Rest,WT,WT
555,-2.0152444338249773,Rest,1.7383012934781794,R4 Enriched,WT,WT
557,0.09426775123500052,Rest,-0.4143415385440398,Rest,MT,WT
561,0.7187501189339974,Rest,-0.026645871804882613,Rest,WT,WT
563,1.5580152667505411,R3 Enriched,-0.44730801761028915,Rest,MT,WT
565,-1.0660115934071357,Rest,-1.025692717258646,Rest,WT,WT
567,-0.23567753766188643,Rest,-1.7533567879623988,Rest,WT,WT
571,1.0476912007615988,R3 Enriched,-0.10547735070520844,Rest,MT,WT
573,0.9795601853628388,R3 Enriched,0.5477813942316531,Rest,MT,WT
575,0.06368928799522873,Rest,-0.9812213390745566,Rest,WT,WT
577,0.934130344986971,R3 Enriched,-0.29918038966399674,Rest,MT,WT
581,-0.4956731625655628,Rest,-1.5875616115751467,Rest,WT,WT
583,-0.3178543406862951,Rest,1.4370094882720328,R4 Enriched,WT,MT
585,-0.0820757744386081,Rest,-1.1534359841896733,Rest,MT,WT
587,-0.9213515218888484,Rest,1.5594644859659244,R4 Enriched,WT,MT
591,1.2259315856061574,R3 Enriched,-1.251205695286579,Rest,WT,WT
611,0.0008867900175467639,Rest,-0.09343750172983033,Rest,WT,WT
613,1.0578623450703197,R3 Enriched,0.15720905136356458,Rest,MT,WT
615,0.31094776753843667,Rest,-0.16783207639794198,Rest,MT,WT
617,0.566420403014498,Rest,-0.3828933155982629,Rest,MT,WT
621,1.3885425597198406,R3 Enriched,-0.1655258402144976,Rest,MT,WT
623,0.503283844667405,Rest,-1.26625749427985,Rest,MT,WT
625,0.9066420618990961,R3 Enriched,0.11324861385814185,Rest,MT,WT
627,0.06682256438467611,Rest,0.8416566511041143,R4 Enriched,MT,MT
631,-0.5368857808311693,Rest,0.7138627013489817,R4 Enriched,MT,WT
633,-0.8032761597282122,Rest,1.628747182908976,R4 Enriched,WT,WT
635,1.0719092414871279,R3 Enriched,-0.2383472954587136,Rest,WT,WT
637,-0.5465846210822678,Rest,-1.9408587378421287,Rest,WT,WT
641,1.0971141133352165,R3 Enriched,-0.4017596283184014,Rest,WT,WT
643,0.35981725666102515,Rest,-0.31792288719934103,Rest,WT,WT
645,0.3035399611556847,Rest,1.1404489972625187,R4 Enriched,WT,MT
647,-0.8638914615208171,Rest,1.0023736753511003,R4 Enriched,WT,WT
651,0.01774394393075538,Rest,-1.0029169296674727,Rest,MT,WT
653,-1.714998362259128,Rest,2.041345819835249,R4 Enriched,MT,WT
655,-0.38768775035628616,Rest,0.09328819228886583,Rest,WT,WT
657,0.6584761268793496,Rest,0.2561414920529148,Rest,WT,WT
661,1.1157249667821454,R3 Enriched,-0.5386110971684248,Rest,MT,WT
663,-1.1044258973706922,Rest,-1.7616625279166955,Rest,WT,WT
665,-0.2037626263734077,Rest,-1.656414082594979,Rest,WT,WT
667,-0.33482231651617084,Rest,-1.3030115148564771,Rest,MT,WT
673,0.9945814620124492,R3 Enriched,-0.651813834015779,Rest,MT,MT
675,0.9107821518387986,R3 Enriched,-0.1899135311313186,Rest,MT,WT
677,-2.2504191592862566,Rest,-1.8829184736449036,Rest,WT,WT
681,-0.21267345534732146,Rest,0.14654767896894355,Rest,WT,WT
683,0.132515152113272,Rest,0.6252288902391249,Rest,WT,MT
685,-0.19046513923167016,Rest,1.792950274942264,R4 Enriched,WT,MT
687,0.7439873810653075,Rest,0.12952865122614954,Rest,WT,WT
691,-0.5694641291557392,Rest,-1.5418513383046806,Rest,WT,WT
693,0.7538270922447587,Rest,-0.561403287850482,Rest,MT,WT
811,-0.6121800924952564,Rest,-0.8851040422205072,Rest,WT,WT
813,0.708274869906892,Rest,-0.24052614344366513,Rest,MT,WT
817,0.6541670817405152,Rest,0.08351062874231127,Rest,WT,WT
821,0.14828803316604589,Rest,-0.5079601795960397,Rest,MT,WT
823,0.8131402776483039,R3 Enriched,0.0729978376795331,Rest,MT,WT
825,0.8604473446133404,R3 Enriched,0.27921358504688204,Rest,WT,WT
827,-1.122229451207104,Rest,1.3887247228536963,R4 Enriched,WT,WT
831,-0.43537250435441976,Rest,-1.3371348942933134,Rest,WT,WT
833,-0.32811144995089897,Rest,0.7557090567181783,R4 Enriched,WT,WT
835,1.3291944390216308,R3 Enriched,-0.17093119398707815,Rest,MT,WT
841,-1.2411045446844569,Rest,0.8868125540728417,R4 Enriched,WT,WT
843,0.7780044619512252,Rest,0.8715423845914997,R4 Enriched,MT,WT
845,1.3843459662707505,R3 Enriched,-0.02051671190618202,Rest,MT,WT
847,0.9231490502441958,R3 Enriched,-0.3629569318990145,Rest,MT,WT
851,0.7037981542164278,Rest,1.0730995337378906,R4 Enriched,WT,WT
853,-1.8195226863031866,Rest,1.8031483629703386,R4 Enriched,WT,MT
855,0.7515440999365917,Rest,-0.9225882485540899,Rest,MT,WT
857,0.6923447346170948,Rest,0.24999923490843873,Rest,WT,MT
861,0.3202330708601151,Rest,-0.7228501208584671,Rest,MT,WT
863,0.6657644258554622,Rest,1.3357999265762113,R4 Enriched,WT,MT
865,0.40674819137413915,Rest,-0.7140591209750241,Rest,WT,WT
867,0.23775598356892544,Rest,1.3802040026786198,R4 Enriched,WT,MT
871,0.043305421789988315,Rest,1.3265907517767046,R4 Enriched,WT,MT
875,1.0197924730701027,R3 Enriched,-0.1507804378671398,Rest,WT,WT
877,0.6484703515170376,Rest,-0.403651265207539,Rest,WT,WT
881,-1.3491760820467464,Rest,0.39590698004814917,Rest,WT,MT
883,0.7691147737900312,Rest,-0.3491287718956247,Rest,MT,WT
885,0.4666384931037813,Rest,0.5803098066279573,Rest,WT,WT
911,0.8840767024196511,R3 Enriched,-0.892182544051865,Rest,WT,WT
913,0.7188560635403389,Rest,-0.44230966424949536,Rest,MT,WT
915,-1.7975113675847965,Rest,0.27367826294745473,Rest,WT,WT
917,-0.735341185669591,Rest,-1.432983482105413,Rest,WT,WT
921,1.1432650579729093,R3 Enriched,-0.8005729759958674,Rest,MT,WT
923,0.799176887128892,R3 Enriched,0.07019246248064095,Rest,MT,WT
925,-0.09057519614058084,Rest,-0.4273402336545648,Rest,MT,WT
927,0.595084753131527,Rest,-0.018913941837304,Rest,MT,WT
931,0.9108615024702442,R3 Enriched,0.7590002446325823,R4 Enriched,WT,MT
937,0.5850229950295381,Rest,0.31813269490925034,Rest,MT,WT
941,0.9074749817606838,R3 Enriched,-0.7885331547966891,Rest,WT,WT
945,-3.0500697725624644,Rest,1.7372092347378743,R4 Enriched,WT,MT
947,1.1303422439226425,R3 Enriched,-0.945811373905957,Rest,MT,WT
951,0.9762467793308679,R3 Enriched,0.4655618036564721,Rest,MT,WT
953,-2.273568698375138,Rest,1.0045199330798877,R4 Enriched,WT,MT
957,0.997949596750288,R3 Enriched,-0.35893687302454963,Rest,MT,WT
961,-1.368637546665983,Rest,1.4531875436908244,R4 Enriched,WT,MT
963,-1.5726657994977975,Rest,-1.5991712364206743,Rest,WT,WT
965,-0.67854853198541,Rest,1.2256140684246282,R4 Enriched,WT,MT
971,-3.0709506250023173,Rest,-1.4272645361638054,Rest,WT,WT
973,0.0288926326650398,Rest,0.8398732178410756,R4 Enriched,WT,WT
975,1.4476703114310328,R3 Enriched,0.3605410880868072,Rest,MT,WT
977,-0.4529204339974891,Rest,-1.8080386508939001,Rest,WT,WT
981,0.3530419735900765,Rest,-0.4372729410946625,Rest,MT,WT
983,0.7840597932641358,Rest,0.19996128850945386,Rest,MT,WT
987,0.10495173943470532,Rest,-1.2139168312694202,Rest,WT,WT
993,0.8793803849768351,R3 Enriched,0.2065298322466413,Rest,WT,WT
995,0.05421134923642876,Rest,-0.16033856012011008,Rest,MT,WT
